date,EMEP,ENSEMBLE,EURAD-IM
2020-05-24,1.582694172859192,3.417353630065918,0.8932192325592041
2020-05-25,2.5028069019317627,3.433659791946411,3.7110729217529297
2020-05-26,6.112321376800537,5.705709934234619,7.696311950683594
2020-05-27,4.529000759124756,5.234727382659912,3.868736982345581
2020-05-28,2.7970612049102783,3.532529592514038,3.642115354537964
2020-05-29,3.2333011627197266,4.409797191619873,6.266377925872803
2020-05-30,5.879061222076416,5.170202255249023,7.421550273895264
2020-05-31,3.6560585498809814,3.8652141094207764,4.733770370483398
2020-06-01,3.4187352657318115,4.043724536895752,6.4760003089904785
2020-06-02,4.325003147125244,3.8756392002105713,5.4068427085876465
2020-06-03,6.741752624511719,4.629299640655518,5.206081867218018
2020-06-04,1.2772616147994995,2.3555080890655518,1.1510168313980103
2020-06-05,0.9928552508354187,1.543635368347168,1.2582799196243286
2020-06-06,1.2719454765319824,1.9118362665176392,0.8746850490570068
2020-06-07,2.0754737854003906,2.4065961837768555,1.2573837041854858
2020-06-08,1.7985782623291016,1.926438331604004,1.3647857904434204
2020-06-09,2.4789960384368896,2.532343626022339,2.1821956634521484
2020-06-10,2.89411997795105,2.924614906311035,3.666651725769043
2020-06-11,4.890657901763916,3.842681646347046,4.795816421508789
2020-06-12,3.4704179763793945,3.2322397232055664,3.6603806018829346
2020-06-13,4.150770664215088,3.531367301940918,4.999913215637207
2020-06-14,6.102720260620117,4.468845367431641,4.700613498687744
2020-06-15,8.705500602722168,5.0911970138549805,8.638545036315918
2020-06-16,11.438258171081543,7.065978527069092,11.432772636413574
2020-06-17,10.70428466796875,7.151181697845459,11.284222602844238
2020-06-18,11.28382396697998,8.423927307128906,13.362788200378418
2020-06-19,9.192130088806152,6.424114227294922,9.28792667388916
2020-06-20,3.9070403575897217,4.629617691040039,6.559759616851807
2020-06-21,4.69305944442749,4.854124546051025,7.633534908294678
2020-06-22,4.163265705108643,5.055994033813477,4.858028411865234
2020-06-23,6.620442867279053,5.95807409286499,6.348582744598389
2020-06-24,10.450398445129395,7.547976016998291,8.53476619720459
2020-06-25,8.508203506469727,6.9081339836120605,11.358721733093262
2020-06-26,5.658060550689697,4.728202819824219,7.575857639312744
2020-06-27,7.397897243499756,6.352380275726318,9.91745662689209
2020-06-28,1.253358244895935,2.5948169231414795,1.9235482215881348
2020-06-29,0.8791541457176208,2.6120805740356445,1.0944632291793823
2020-06-30,1.1403483152389526,1.6622503995895386,0.8456208109855652
2020-07-01,1.6511198282241821,2.439270257949829,1.0154017210006714
2020-07-02,1.1097928285598755,1.7497000694274902,1.0620594024658203
2020-07-03,0.9860179424285889,2.129908323287964,1.3839120864868164
2020-07-04,1.3090537786483765,1.5180178880691528,0.9556689262390137
2020-07-05,1.0838743448257446,1.6100400686264038,0.6470986008644104
2020-07-06,1.2616487741470337,2.1374473571777344,0.7492446303367615
2020-07-07,0.8629755973815918,1.3060680627822876,0.4061552584171295
2020-07-08,1.155472993850708,2.076504945755005,0.7463546395301819
2020-07-09,1.211220622062683,1.7103195190429688,0.9334976077079773
2020-07-10,1.864815354347229,2.0140950679779053,1.4472161531448364
2020-07-11,1.059970498085022,1.922767996788025,0.8097920417785645
2020-07-12,2.164417028427124,3.4734878540039062,1.9696723222732544
2020-07-13,2.039064645767212,3.7623157501220703,2.9524154663085938
2020-07-14,1.4691816568374634,2.524351119995117,2.1967084407806396
2020-07-15,1.6452966928482056,3.3683459758758545,3.319225311279297
2020-07-16,2.7160403728485107,3.686048746109009,6.494368076324463
2020-07-17,3.3584563732147217,3.579185724258423,2.774263381958008
2020-07-18,1.497937798500061,2.961766481399536,2.242900848388672
2020-07-19,2.6890485286712646,3.5308659076690674,2.4181432723999023
2020-07-20,1.1545071601867676,2.334213972091675,1.1091829538345337
2020-07-21,1.120571494102478,2.255120038986206,1.3772292137145996
2020-07-22,1.5048171281814575,2.2339062690734863,2.069685935974121
2020-07-23,2.58599853515625,3.0688064098358154,3.4851253032684326
2020-07-24,2.509672164916992,3.0325536727905273,2.845318555831909
2020-07-25,1.7871800661087036,2.430274248123169,3.2567965984344482
2020-07-26,0.9126288890838623,1.7170919179916382,2.2641308307647705
2020-07-27,1.4245887994766235,2.3262202739715576,1.3660894632339478
2020-07-28,0.7750527858734131,1.7141474485397339,0.6649665832519531
2020-07-29,1.1526256799697876,1.998094081878662,0.886498749256134
2020-07-30,2.4421377182006836,2.9218873977661133,2.1967451572418213
2020-07-31,3.664340019226074,3.664552927017212,8.722003936767578
2020-08-01,2.2838196754455566,2.474858045578003,3.257253408432007
2020-08-02,1.7576018571853638,3.145101308822632,2.2028815746307373
2020-08-03,1.788138508796692,3.6352760791778564,0.9165082573890686
2020-08-04,1.8581994771957397,3.0773837566375732,1.8162959814071655
2020-08-05,1.725240707397461,3.2503411769866943,1.9712499380111694
2020-08-06,4.1968607902526855,4.6789116859436035,6.850730895996094
2020-08-07,5.462163925170898,4.068349361419678,5.1604905128479
2020-08-08,8.076031684875488,5.438185214996338,11.434554100036621
2020-08-09,1.824466586112976,2.1742165088653564,1.7597332000732422
2020-08-10,5.072048187255859,4.616596221923828,8.570820808410645
2020-08-11,6.717340469360352,5.267983913421631,11.239680290222168
2020-08-12,9.222152709960938,5.092010974884033,11.683021545410156
2020-08-13,8.537247657775879,5.792270660400391,9.391545295715332
2020-08-14,3.649285316467285,3.8258702754974365,6.196651458740234
2020-08-15,2.682673692703247,3.6828529834747314,4.773635387420654
2020-08-16,5.718875408172607,6.203502655029297,11.451904296875
