date,ENSEMBLE,EURAD-IM
2020-01-01,10.216933250427246,15.122027397155762
2020-01-02,9.762016296386719,22.866125106811523
2020-01-03,8.281737327575684,17.698028564453125
2020-01-04,5.174851894378662,7.218967437744141
2020-01-05,6.4871344566345215,9.51435375213623
2020-01-06,10.154598236083984,19.955392837524414
2020-01-07,10.490677833557129,16.455442428588867
2020-01-08,6.423557281494141,10.123831748962402
2020-01-09,4.122313022613525,1.9318695068359375
2020-01-10,3.9883596897125244,3.901369094848633
2020-01-11,6.116579055786133,11.77370548248291
2020-01-12,6.875586032867432,14.60265827178955
2020-01-13,6.976818561553955,12.261810302734375
2020-01-14,5.452321529388428,15.031052589416504
2020-01-15,5.308311462402344,10.9744234085083
2020-01-16,8.057658195495605,10.650222778320312
2020-01-17,9.734931945800781,15.05688190460205
2020-01-18,5.786273956298828,10.63248062133789
2020-01-19,8.667777061462402,10.545099258422852
2020-01-20,12.469548225402832,14.814727783203125
2020-01-21,10.477740287780762,16.57050895690918
2020-01-22,14.055954933166504,23.124818801879883
2020-01-23,16.197446823120117,19.196243286132812
2020-01-24,17.119951248168945,29.934743881225586
2020-01-25,21.872156143188477,32.5835075378418
2020-01-26,22.563711166381836,34.925537109375
2020-01-27,12.974522590637207,18.126501083374023
2020-01-28,3.189336061477661,3.913267135620117
2020-01-29,4.939039707183838,8.911623001098633
2020-01-30,6.1963677406311035,11.82817554473877
2020-01-31,3.387162446975708,6.65575647354126
2020-02-01,2.82134747505188,5.53373908996582
2020-02-02,4.332947254180908,6.403117656707764
2020-02-03,6.271158218383789,7.274154186248779
2020-02-04,5.15062952041626,5.780527591705322
2020-02-05,3.8049094676971436,7.102069854736328
2020-02-06,10.746387481689453,28.95659828186035
2020-02-07,13.2470121383667,29.346731185913086
2020-02-08,9.668323516845703,20.811386108398438
2020-02-09,8.57754898071289,13.954554557800293
2020-02-10,2.4196579456329346,2.9250919818878174
2020-02-11,3.2631473541259766,7.065502166748047
2020-02-12,4.295587062835693,10.061688423156738
2020-02-13,5.599977970123291,10.181672096252441
2020-02-14,7.770514011383057,11.8283052444458
2020-02-15,8.282334327697754,16.317886352539062
2020-02-16,4.831461429595947,8.619786262512207
2020-02-17,2.7335338592529297,3.376241683959961
2020-02-18,3.5655014514923096,6.247129917144775
2020-02-19,4.468723773956299,7.29625940322876
2020-02-20,6.583388805389404,7.989579677581787
2020-02-21,4.647252082824707,7.891628265380859
2020-02-22,5.349397659301758,7.276861667633057
2020-02-23,2.3780734539031982,1.9702433347702026
2020-02-24,4.108776569366455,5.923175811767578
2020-02-25,3.316265344619751,3.319143533706665
2020-02-26,3.948218584060669,6.021622180938721
2020-02-27,6.947702884674072,11.45071792602539
2020-02-28,6.689591884613037,12.634292602539062
2020-02-29,6.7747650146484375,7.747043132781982
2020-03-01,3.7072231769561768,4.953866958618164
2020-03-02,3.96745228767395,7.159692287445068
2020-03-03,7.624870777130127,12.100337028503418
2020-03-04,8.24602222442627,15.317623138427734
2020-03-05,8.102282524108887,17.435327529907227
2020-03-06,4.746416091918945,3.61897873878479
2020-03-07,9.4685697555542,12.680988311767578
2020-03-08,10.02072811126709,23.27862548828125
2020-03-09,6.919554233551025,10.72333812713623
2020-03-10,4.270645618438721,5.04042387008667
2020-03-11,3.786376714706421,3.440281629562378
2020-03-12,3.8904056549072266,5.851654052734375
2020-03-13,4.27540397644043,7.418764591217041
2020-03-14,6.296428680419922,9.761704444885254
2020-03-15,6.778479099273682,8.563370704650879
2020-03-16,11.41117000579834,17.18244743347168
2020-03-17,16.04417610168457,22.343732833862305
2020-03-18,12.209019660949707,24.85650634765625
2020-03-19,17.239704132080078,30.652345657348633
2020-03-20,11.640490531921387,9.443427085876465
2020-03-21,4.237132549285889,6.872796535491943
2020-03-22,3.536669969558716,4.3853960037231445
2020-03-23,6.020347595214844,9.112370491027832
2020-03-24,8.505587577819824,12.554664611816406
2020-03-25,10.217606544494629,22.38898277282715
2020-03-26,11.691174507141113,20.965646743774414
2020-03-27,19.12169075012207,36.06938171386719
2020-03-28,17.80788803100586,31.223403930664062
2020-03-29,6.293388366699219,8.478293418884277
2020-03-30,4.9496283531188965,6.2655181884765625
2020-03-31,8.055641174316406,8.973139762878418
2020-04-01,13.762362480163574,17.017621994018555
2020-04-02,16.02375030517578,22.8598575592041
2020-04-03,12.424747467041016,17.070268630981445
2020-04-04,12.903465270996094,14.922781944274902
2020-04-05,15.91382884979248,22.3241024017334
2020-04-06,12.837715148925781,20.806381225585938
2020-04-07,16.68518829345703,21.454605102539062
2020-04-08,13.040425300598145,21.9874210357666
2020-04-09,16.453405380249023,26.651763916015625
2020-04-10,10.615422248840332,15.5065336227417
2020-04-11,8.13733196258545,13.260871887207031
2020-04-12,13.756390571594238,24.126272201538086
2020-04-13,9.84311580657959,11.100489616394043
2020-04-14,5.260934352874756,8.249229431152344
2020-04-15,9.424722671508789,14.5426025390625
2020-04-16,13.096848487854004,25.19991111755371
2020-04-17,11.136665344238281,25.21004295349121
2020-04-18,8.440464973449707,18.340837478637695
2020-04-19,4.706649303436279,7.1630859375
2020-04-20,6.176631450653076,8.594975471496582
2020-04-21,8.204429626464844,11.700459480285645
2020-04-22,8.595702171325684,14.777087211608887
2020-04-23,10.349205017089844,20.69431495666504
2020-04-24,10.611008644104004,19.29535973590353
2020-04-25,6.084677219390869,10.265320777893066
2020-04-26,8.651572227478027,16.57440757751465
2020-04-27,8.402528762817383,18.645408630371094
2020-04-28,10.494373321533203,18.887224197387695
2020-04-29,5.354017734527588,9.8623046875
